renewables [MW],electrical load [MW]
8627,58179
8668,60354
9232,67773
11576,73706
12659,75971
13318,75635
15021,76184
16262,76778
15972,75940
16183,74895
15362,73971
14079,72494
11698,70924
10747,70990
11565,73109
11995,73956
9394,70256
8773,67322
8560,64895
8261,61663
8185,59377
8307,57557
8387,57775
8384,58250
8406,58962
8518,62513
9057,68551
10178,73304
11876,75073
13043,75582
14690,76637
16234,77374
16095,76722
16096,76081
14889,74445
13228,72960
11629,71682
10599,72267
12414,74118
13513,74575
10715,71064
9967,67632
9574,65313
9570,62276
9585,59482
9690,58173
9774,58796
9823,59050
10030,59887
10227,63312
11342,68522
13694,73462
15075,75580
17017,76104
18564,77189
19893,78094
20812,77959
21978,77336
21183,75352
19803,74212
17592,72458
15573,72029
17037,74871
17355,76393
16684,73035
16864,69757
16972,66671
16566,64335
16708,62616
16866,61247
16751,59888
16874,60209
17107,61463
17934,64958
18911,68796
21252,73737
22110,75269
22520,75803
23627,76938
25681,78267
26751,77888
25618,77081
23970,75658
22367,74139
20975,72638
20581,73138
21940,75284
22749,75140
21449,72744
20909,69118
20260,66190
19603,62892
18925,60227
18625,58836
18822,59010
18530,59912
18070,60929
17941,63224
18344,67983
19773,73007
20851,73816
22003,73146
23778,74154
27072,75771
29866,75577
29595,73457
26191,71360
22089,69708
17743,65961
15257,67521
15177,71031
15250,71325
14063,68127
12501,65677
12185,62990
12076,58638
11781,55946
11837,54005
11962,54358
12101,54445
12082,54885
11930,54831
12403,55310
13393,57581
15148,60634
18427,62525
20295,63642
22894,65021
25275,66325
25455,64776
23892,62398
20973,60019
17194,58719
14552,59335
16865,63283
17988,63477
16886,61369
16839,59232
17001,57831
16404,54976
15837,54725
15425,51387
13947,50347
14916,50884
13436,50338
13203,50269
12996,49957
13466,50385
13966,51767
15969,54872
17705,57072
19620,58064
21180,60066
21284,59955
19816,58330
17162,55748
13804,54461
10679,55931
11832,59800
12117,61180
11465,59797
10476,57762
10251,56470
10200,56293
9404,54354
9491,53210
9599,52648
9836,53082
10226,55104
10841,56338
11716,58833
13189,66173
15741,71610
19144,73147
21823,73662
23707,74703
25902,74907
26882,72548
25787,71618
22842,69512
18834,68036
15836,66229
18714,72090
20361,74126
19779,73415
18582,69909
18230,67843
18204,66161
17425,62547
16623,59784
16163,59166
15802,59009
15796,60554
15593,61728
15465,62200
15853,68622
17978,72934
19515,73551
20876,73588
21570,75026
23514,76150
23928,75420
23019,75014
21215,73972
17628,72525
15573,71491
18272,75632
20056,76120
18777,74421
17641,70889
17168,67728
16868,65556
16316,62074
15927,61094
15585,59789
15512,59830
15709,60970
16155,61783
16248,63684
16991,68506
18102,72758
18894,74353
21021,75506
22398,76864
23435,77425
23394,76424
22527,75980
20665,74795
17873,73358
15700,72528
18187,75874
18733,77209
16504,75195
14863,71507
14058,68347
13195,65665
12400,62418
11790,60067
11379,59140
10772,58276
10446,59107
10148,60226
10045,61589
10515,66640
11238,71895
13403,74161
14597,74180
14725,74728
14925,75752
14890,74119
13905,73564
12488,72660
11369,71608
11066,71347
12935,75068
13634,75430
11217,73883
9594,70106
9130,67113
8963,64402
8526,62108
8517,59675
8580,58425
8823,57936
8990,58776
9320,59350
9783,61354
10669,66759
11772,71101
13816,73910
15701,74109
16021,75360
17755,75734
17397,74515
16944,72630
15500,70689
13326,70141
12443,71319
14211,75046
15397,75481
15380,73963
15369,69161
15546,66093
15648,63278
15254,59959
14851,56875
14878,55816
14806,54585
14954,55532
15432,56490
15922,55666
16392,56561
17407,58634
20095,61160
22942,62959
25723,65348
28105,66410
28184,64264
26261,62314
22725,59553
18353,58752
15387,60011
18083,64565
19523,65752
19156,63618
17760,60738
17241,58826
16195,58291
15656,55170
15084,53108
14727,51978
14369,51351
14040,51368
13381,51546
12451,50823
11925,50942
12915,52378
16413,55017
20104,57621
22722,60357
24612,62103
24715,63587
23133,62735
19605,59905
14543,57071
9655,56976
10604,61038
11729,63499
11405,62681
11046,60282
10791,58557
10774,58145
10361,55522
9547,53377
9217,53922
9031,54007
8953,54927
8740,56550
8889,59807
9797,67357
10736,73748
14426,75477
18950,76229
22087,77392
23261,78412
23528,78044
21954,76997
18501,75269
13703,74024
10460,72897
11363,76429
11692,77112
10980,75356
10604,72101
10167,68911
10376,65526
9875,62501
9815,59616
9452,59462
9258,59339
9052,60336
8635,62072
8640,64021
9206,69581
10454,74253
14531,76478
19168,77173
22758,78313
24070,79328
23686,78362
21400,76262
17660,74230
12788,73976
9776,73923
10439,77845
11392,77868
10954,75874
9862,71929
8869,68821
8986,66160
9170,63156
9383,60084
9808,59129
10099,59189
10461,59884
10596,61122
11032,63351
11876,69479
12418,72959
15512,74434
17902,74923
20273,75702
22684,77939
23032,77366
20568,74683
17088,72698
13402,71682
12190,71342
13992,75387
15374,75622
14873,73884
13706,70170
13478,67386
12741,64693
12399,62380
11803,59419
11781,58804
11536,58361
11682,58971
11400,59739
11239,62790
11956,68706
12909,73250
14396,74165
17197,72900
21449,74929
24510,74928
24405,73166
22171,70390
18423,68841
14246,68166
11814,70082
13259,74743
13904,75736
14885,74627
14908,70679
15146,67406
15421,64976
15256,61271
14971,58444
14528,57344
14217,57037
14547,57433
14593,59395
15395,60874
16539,65392
17988,70561
18765,71483
20531,71191
22091,72325
23394,73472
23159,71278
22055,69835
20107,67641
16993,66563
16014,67596
17430,71004
17800,70873
18673,69423
19763,65204
20335,62312
21586,61889
22467,59388
22755,56129
22418,54668
21940,53822
21327,53195
19990,53207
18803,53132
17796,53641
17318,55605
17728,56847
18837,59858
20480,61943
22421,63651
23704,62912
23303,60550
22073,58974
21321,58467
21383,59268
23611,63085
26160,62771
27852,61645
30270,58281
32700,55795
33514,55070
33159,53506
33109,53247
32788,52897
31935,52390
30217,52177
27943,52061
25618,53072
23579,50168
21180,49866
21725,51770
23791,52895
26801,57499
28160,58326
27175,57164
24305,55024
20203,52536
15826,51184
14187,52395
17379,59972
19886,62186
21518,61675
22479,60911
24128,59426
25619,59440
26291,56767
27186,54984
27917,53733
28280,53594
28184,53823
28492,55293
28807,59078
29913,67167
30605,71157
32086,72427
34331,72037
36723,74774
39961,76309
40644,75312
38791,74625
36683,73188
35244,72201
32943,71075
34582,73977
35475,73626
35294,73195
35763,71781
35405,66327
34997,64356
34991,61955
34829,61766
35019,61084
35310,60886
35395,60958
35437,61942
35421,64670
36536,70336
36067,75007
36036,76172
37583,76428
39128,77800
39932,78839
38904,77863
38263,77808
35921,76949
33217,75464
31517,75024
32091,77344
31300,76774
31014,75971
29555,72394
28484,68429
28379,66089
28100,63095
27975,60790
27662,60444
27098,59706
26315,59969
25602,60611
24808,62776
25183,68821
24729,74124
25125,75894
27400,76323
30021,77275
31178,78325
32046,78224
31941,77540
29669,76002
25647,74040
23338,73998
23810,76660
24172,77868
24268,76793
23407,73061
22902,68547
22545,64951
22238,61998
22075,60773
22476,60223
22789,59090
22770,59161
23075,59688
22880,62416
23035,68151
23854,73454
23342,75707
25682,76762
29137,77841
30909,78796
30641,77178
27770,74666
22455,74191
18229,72854
15664,72749
17483,76905
17782,77898
18314,76490
18492,73550
17587,70167
17976,65976
17953,62511
17615,60204
18271,60077
18808,60133
19326,61032
20603,62696
22196,63694
23810,68986
25960,73901
28709,75725
32271,77305
34410,78184
36123,78970
35521,76368
33941,74440
31158,71745
28456,70303
27692,71434
30055,74337
31304,73913
31788,72612
32268,70260
33151,67452
34561,65266
35201,62846
34587,60284
33785,59093
33873,59389
33947,59774
34432,59909
34912,60180
35460,59660
35981,60628
37361,63315
40737,66995
43964,69299
44489,69770
43181,68697
39776,66517
35771,64200
32228,63246
30329,65086
30620,67954
29871,67543
29699,65965
28910,62942
27970,60887
26735,59234
25624,56752
24921,54561
24948,52834
25071,51999
25487,52912
26543,54113
28265,54490
30085,54585
30757,55079
32274,57091
34362,59963
36007,61663
37777,63915
39432,62642
39014,60720
37581,60337
34990,60025
32629,60446
32347,63947
32208,64214
30505,62794
28834,61146
27157,60258
25597,60449
25450,57926
24516,55879
24546,54943
24630,55687
25123,56874
25453,58268
25545,59672
26940,66111
27387,72320
29553,73485
32341,74197
34664,75752
36458,76103
35882,75113
34234,74819
31277,73331
28161,71908
26564,72471
27911,75071
27444,74223
26564,72647
25249,69356
24132,66224
23689,63499
23602,61086
22920,59118
23182,57873
23514,57433
23349,59056
22961,59615
22883,62186
24152,68675
25676,73564
27601,74406
27692,74512
29219,76188
29766,77483
29781,77021
30288,76893
29123,75585
28030,74224
28167,74774
30477,77588
31284,76421
32215,75820
34035,72091
36188,70706
37329,67590
38162,64982
37994,60441
38662,59739
38698,58994
38895,59322
39137,60502
39307,63887
40846,68803
40253,73553
40308,75659
40704,76284
42484,78082
44880,79847
45562,79576
44328,77788
40487,74510
35686,73408
32661,73218
34400,76425
35005,76744
35500,75708
36163,72418
36335,68541
36605,65494
35333,62570
36859,62409
37007,61266
37147,61126
36935,61310
36983,61943
37246,64427
38475,69672
39088,75154
39621,76923
42045,76397
45005,78490
46616,79028
45218,77577
43751,77877
41293,77445
38242,76170
35765,77481
34873,79297
34496,78392
31885,75473
28787,72150
28199,68636
27636,67779
27068,64699
26445,60647
25809,59499
25387,59372
25539,60931
25211,61514
25350,63040
25532,69185
25349,73139
24429,75160
24466,75405
24780,75999
24583,78203
23496,76935
21580,75637
19157,74106
17689,74110
17705,75005
17716,77417
17861,76678
18155,73533
17382,70460
17411,67029
17763,65205
17823,62339
18313,60639
18557,59656
18350,59185
18073,59709
17786,59854
17485,59770
17560,59720
17850,63109
18446,64474
20629,67422
22208,68636
22840,69160
21795,67783
19504,66447
17543,65132
16091,64798
16494,66616
17996,69373
18129,69079
18149,67164
17095,64128
17074,62167
17481,61065
17874,59005
17297,57177
18143,57001
18387,57360
18687,57073
19005,57072
19359,56567
19846,56236
20316,57263
21438,58848
23435,60610
24815,62128
25971,65065
26032,65590
25938,64431
25040,63279
23210,61981
21863,63603
23015,66888
22759,67524
21867,67586
21377,65177
20499,63744
20184,63216
19071,60494
17027,59177
16117,58636
15283,57921
14601,58423
14054,59779
13107,62682
13028,69307
13180,74650
13637,76556
14440,76550
15983,77290
16676,78265
17562,77887
17717,77399
17018,76852
15376,76192
15401,77938
17646,80632
18640,80865
19275,79395
18288,75553
18134,72734
18360,70225
18386,67341
18625,65616
19128,65335
19980,65661
20830,65742
21412,66134
21946,67310
23645,73069
24781,78196
25737,79142
27834,80170
30794,81278
33260,81877
34303,81567
33535,80858
31806,79506
29162,78580
29130,79955
30035,82301
29002,81277
28710,80320
27886,77642
27144,73408
25774,71284
24357,69723
23638,65759
22149,65336
20328,64961
18925,65482
17872,65759
17046,67748
16848,73729
18656,78165
16893,80115
17265,80207
18599,80876
18318,81296
17896,80326
16921,79952
15300,78456
14456,77837
14766,79081
16987,80778
16045,80057
14778,77850
14266,74677
14135,72438
14444,70272
14343,67342
14520,64331
14079,64040
13461,63227
13310,63644
13505,64962
13496,65807
13589,71225
14773,75578
15518,77081
15250,77405
15481,77848
16051,78118
15766,78227
15255,77451
13963,76437
12614,75897
11787,77002
13622,79851
13280,79141
12862,77687
12667,74516
12353,72714
13013,69938
13359,67039
13927,64863
13890,64772
14618,64979
15186,65303
15539,66048
15760,67304
16489,72917
18748,79002
20332,79975
20794,79923
22389,80598
24335,80753
23736,79536
22760,78067
20525,75738
18299,74861
19226,76251
20377,79380
21137,78861
22085,76259
22729,72305
23504,68978
23605,67181
23305,64142
24040,62145
24430,62063
25053,62068
25452,61929
25794,62414
26113,62174
26966,62790
26841,63060
27682,65632
29607,68428
29334,69641
30781,70277
31379,69547
30523,68054
29027,65781
27467,64663
27378,66030
29367,68946
30543,70011
31661,68698
32965,67528
33545,64319
34273,63207
34837,62800
35784,62298
36558,61016
36919,59678
36881,58697
36403,58362
36124,57812
35890,57491
35533,56651
36075,57651
36896,59840
36780,61717
38773,64195
37644,64585
37459,62393
36693,61651
36228,61785
37503,62826
39299,65143
39924,65773
39633,64678
39705,63694
39856,63055
38602,61485
37487,59182
36264,58257
36424,57456
36709,58929
36862,59667
36803,60508
35663,63414
36614,68589
38573,76122
36336,78437
35408,77853
35710,79004
35733,80696
35099,80035
34254,79739
32692,77917
31084,77274
31014,77218
29823,79608
29031,79212
29805,78382
29981,75164
30993,73011
31777,70768
32555,67757
32771,64408
32953,62100
32343,61492
31470,62138
30356,63412
29041,65071
28166,71570
27107,76134
27142,77752
26926,77802
27573,78887
28182,80690
27473,79727
25639,78973
23336,77881
21734,76987
22080,77830
21965,80332
21786,79817
22511,78534
22431,74813
23135,71860
23448,68757
23482,66436
23868,63336
24266,62136
24405,61008
24561,61777
25284,63595
25363,66091
25483,72114
24694,76360
25062,77675
24810,77527
25929,78403
25997,78988
24047,78383
23450,77410
22133,77315
21708,76533
22366,77412
23491,80134
23188,79381
23321,78604
22824,74833
22639,71780
22236,69497
20939,66836
20925,62772
20722,62360
20138,61324
19801,62018
19441,62282
18935,63906
19960,71406
20454,76517
20675,78149
21607,78274
23834,79771
25274,80001
24952,79432
23535,78679
21449,77744
19210,77108
19566,77764
21813,80727
22663,80186
22847,78827
22571,75222
22569,72070
22585,69427
23291,65336
23810,63433
25091,62768
26662,63145
28565,63291
29884,64109
31384,65545
33637,71753
34159,77824
34266,80101
34799,80539
34267,80127
34396,80880
34027,79205
32542,77345
30225,75412
27875,74457
26904,75360
28079,78102
27954,77590
28750,76820
29230,73533
27900,69565
28330,67515
27805,64776
27617,63588
27878,61522
28167,61340
28077,60951
28736,62515
29320,61941
30620,62822
31724,63887
33069,66013
36789,68573
39055,69691
40834,70582
40851,69518
39425,67279
36755,64881
34622,64255
34256,67198
36104,69934
35020,69891
34029,68645
33256,66001
32702,64490
33477,64415
33358,63128
33618,60150
33310,57001
33246,55445
33173,55360
33084,55164
32878,54843
33221,54391
33467,55596
34492,57637
37254,61342
40464,63762
42966,66096
42857,66221
40832,63696
37569,59929
34107,59302
33004,61247
33293,63362
33844,64019
32383,63339
30868,61670
28901,60888
26942,60288
23800,56946
22178,55449
20380,54733
18615,54534
17152,55517
15712,56294
14339,59584
14322,66912
15095,74142
14494,76516
15626,76468
17335,76216
18546,77479
18412,76278
16752,75425
14142,74493
11088,74369
10659,75734
13301,79337
13002,78428
11458,76731
11211,73623
11529,70642
12255,67299
12709,64489
13102,61998
13430,60318
13748,60994
14005,61851
14231,64042
14552,65779
15567,71410
17724,78025
19384,78507
21418,78432
23897,78786
24808,79093
24169,78377
22730,77380
19456,76150
17183,76415
18503,77943
20977,80012
20638,79046
20586,77463
20393,73671
20365,70803
19986,67243
19717,64787
19708,62558
19393,60625
18858,60435
18512,60875
18456,61715
18428,64666
19039,70516
19474,75852
19879,77369
20590,77806
21858,77103
22871,77510
23423,77063
23439,76315
21860,75176
19352,74552
18677,75808
20411,79297
20178,79920
20212,79714
20182,76198
20452,73223
19947,70485
20314,67928
20601,65247
20771,63919
21291,63936
21617,63809
22081,64577
22400,65881
23369,70804
24957,75989
25918,77019
27662,77318
29316,78144
30533,79101
30590,79205
29285,77610
26953,76087
24637,74928
25076,76961
27125,79421
27781,79155
27322,76846
26318,73723
25949,71332
25499,69548
24833,66926
24461,64166
24472,63026
24339,63150
24963,64067
25291,64056
25845,65803
27322,71405
28961,76660
30100,79115
32322,79674
33923,80121
34641,80437
35176,79747
33983,78114
32771,76405
31418,75399
31309,75686
32167,76636
30681,75134
31232,74554
31210,71281
31099,68090
30743,65313
30882,63057
30889,59935
29902,59540
29052,58596
28890,58495
28802,58896
28210,58176
27647,58346
27818,60277
27548,62329
27719,64013
28702,65739
29030,67123
28491,65895
25913,64203
22416,62187
19341,61968
18701,64399
20576,67299
21444,67878
22651,66627
24356,63741
26448,61835
27740,61629
30020,60744
31451,56818
31995,56001
32318,55449
32545,55338
32158,55347
30758,53834
28517,52588
26127,52766
24553,55054
23793,58649
24682,60349
25310,62890
23465,63001
21116,61404
17624,58969
13887,58440
12609,60207
13511,62828
12968,63850
12198,63472
11075,62054
9996,60336
10093,60522
9468,57824
9215,55574
8722,55390
8694,56065
8790,57153
9278,58846
9956,61061
11255,68108
13380,74261
14898,76259
16110,75858
18083,76574
19066,76980
18934,76593
17497,75688
15441,73560
13843,73650
14271,76235
15891,78720
15567,78136
13935,76582
13485,73487
13262,70547
13108,67538
12794,63662
12354,60788
11798,59985
11433,59954
10995,60079
10718,61149
10322,63331
10629,69460
12204,74834
14396,76522
14393,75876
14513,76470
14677,76760
14280,75419
13258,74655
12298,73471
11129,72864
12120,75391
12711,78226
12985,77745
13481,76462
12387,73322
12649,69674
12846,68108
12943,65175
13215,60711
13598,59190
14066,59275
14564,60409
15125,61268
16036,63874
17107,69179
18395,73612
20547,74825
20389,74764
21294,74923
21572,75662
20548,74368
20268,74144
19032,72804
18054,72529
20233,73347
21673,75075
20777,74304
20142,72996
19817,69173
20284,66991
20403,64764
20278,61876
20540,57626
20978,57132
21033,57015
20942,57751
20611,58998
20318,59689
20739,64700
22286,70424
22551,72182
22452,72609
22610,73462
24164,74385
24867,73977
24506,73435
22571,71775
20831,70803
21537,71737
24550,73694
24913,73160
24280,72154
25055,68162
24576,65900
24375,63357
23896,60756
24166,59231
23726,57517
23355,56808
22745,57163
23023,58436
22826,59550
23419,64406
23512,69945
23972,71867
23834,71460
24145,72183
25291,71970
24153,70924
23430,69539
21692,68303
19342,67390
19418,69172
21282,71312
20208,71181
19524,69769
19535,66120
19294,63809
19826,61539
19688,57367
19867,53166
19604,52987
19679,52729
19901,53357
20177,54176
20336,54036
20761,54547
21502,56679
21805,59597
23558,61842
25501,62560
26985,63398
26923,62829
25286,60904
22432,58804
19595,58307
20017,61798
22658,65531
22896,65595
22747,63610
22026,60544
21025,58402
21158,56898
21232,54724
20877,52927
20378,51127
20416,50334
20551,51681
21736,52787
22690,53730
23185,53243
23705,53988
24532,54443
26866,57621
29413,57773
30358,59772
30430,60167
27995,58099
25359,56024
22505,56151
23008,58776
23871,61496
24565,61738
23777,61142
23512,58923
23035,57709
22930,57430
22707,55084
22909,53540
22865,52679
22709,52274
22878,53490
23349,54295
23738,54540
25201,59595
27325,65876
28922,68762
29431,69691
31348,71139
33258,72108
35041,71778
35893,71388
34889,70163
34166,69472
34717,70433
36340,72454
37731,72414
39239,71001
39360,68861
39589,65598
39540,63252
39304,62221
38471,60010
36569,57456
35021,55093
34211,53772
32547,54158
30591,56618
30703,60767
32620,66149
33955,68702
34509,68488
37699,70276
40554,71478
42373,70786
41545,70069
38744,68256
36009,67091
35552,68085
36402,70130
36002,69654
35511,68079
34261,65942
33554,62722
33849,61671
33412,58274
33651,56000
32851,52585
32781,53068
33425,53531
33908,54459
34465,55623
35059,60349
35603,62341
36896,64356
37816,65447
40133,66612
41560,67939
40871,66965
38533,65235
35078,63619
31551,62109
30181,63701
30617,67145
27943,67561
26466,66271
25626,63952
23555,60612
22306,57872
21254,54058
19184,51080
18734,48790
18677,47813
19066,49202
20111,51260
20767,51872
21354,50754
21901,53428
24327,56222
27135,59673
29913,60934
31848,61019
32114,59216
30871,56871
28929,55101
27443,53754
28638,55964
32046,58639
32591,57781
32989,55952
33474,54915
33329,53954
32522,54058
31552,52796
30500,48704
29394,46150
28887,45703
27366,45938
26345,46315
25326,46315
24591,46455
24024,46505
24758,48431
26253,51996
28470,55242
30247,57405
30182,56958
27701,53309
24081,51210
20882,50141
20850,51957
21936,54826
23177,55614
25383,55032
26583,53022
26466,52854
28030,53132
30432,51427
32691,47677
33154,47924
33865,47363
34332,46768
34468,47116
34170,46870
34010,47242
34018,49402
34447,50297
37033,53751
40524,56414
42783,57762
43813,57604
41798,54186
37903,52079
33081,50152
31566,52040
33308,54830
34639,56537
33626,55481
32558,53637
30836,52830
30533,52542
28778,50973
27089,48700
26879,48898
26572,47262
26390,47444
26026,48314
26235,48926
27538,49038
28129,50252
29171,51072
32622,52951
35464,54809
37329,56451
37455,56366
35373,54311
31971,52518
28457,52338
26484,55362
26517,59221
25804,59184
24272,57400
21984,55436
19634,54197
18193,53781
16305,51739
14801,49367
13718,48910
12674,48913
11568,49649
10797,50884
10465,53153
10666,54147
11024,57637
12691,60382
16228,61351
19981,62050
22277,63127
22797,62729
21416,61017
19545,59486
17918,59559
18737,62245
22385,65471
23515,65571
23054,63943
22566,61163
23202,59271
23601,57915
23203,55698
22609,53393
22282,53575
22206,53895
22295,54210
22388,55318
23019,57299
24336,59808
24365,61137
24755,62782
26421,63524
27939,64201
28663,64579
27994,64186
25279,62540
21414,60639
18532,60186
18223,63427
19502,65372
20275,65222
19156,63679
18544,60601
16944,58688
16494,56244
15959,53105
15146,49899
15041,48988
15005,48940
15406,49728
16131,51667
17241,53011
18403,54450
19163,56581
20400,58451
21964,60230
23511,61249
25739,62833
27152,63263
26367,62007
24827,60432
24033,60585
25695,63669
28577,65600
29667,65115
29891,63587
29353,60985
28566,59163
27743,59426
27704,58551
27677,54397
27521,54287
27733,54047
28069,53808
28482,54698
28493,54701
28350,54509
28150,54446
27656,56153
28199,58682
27826,59077
27207,59431
25963,59320
24420,58019
22389,56189
20169,55622
18790,58112
19157,60658
18101,60681
17274,58203
17037,54582
15987,54059
16609,53878
16602,51949
